"Record ID","First Name","Last Name","Annual Revenue","Average Pageviews","Became a Customer Date","Became a Lead Date","Became a Marketing Qualified Lead Date","Became a Sales Qualified Lead Date","Became a Subscriber Date","Became an Evangelist Date","Became an Opportunity Date","Became an Other Lifecycle Date","Buying Role","Buying Role Option","Campaign of last booking in meetings tool","City","Close Date","Company domain name","Company Name","Company size","Contact owner","Contact priority","Contact unworked","Country/Region","Create Date","Created by user ID","Currently in Sequence","Currently in workflow","Date of birth","Date of last meeting booked in meetings tool","Days To Close","Degree","Domain name","Domain to which registration email was sent","Email","Email address automated quarantine reason","Email address quarantine reason","Email Address Quarantined","Email Confirmed","Email Domain","Email hard bounce reason","Event Revenue","Facebook click id","Fax Number","Field of study","First Conversion","First Conversion Date","First Deal Created Date","First marketing email click date","First marketing email open date","First marketing email reply date","First marketing email send date","First Page Seen","First Referring Site","First Touch Converting Campaign","Gender","Google ad click id","Graduation date","HubSpot Score","HubSpot Team","höbbela","Industry","Invalid email address","IP City","IP Country","IP Country Code","IP State Code/Region Code","IP State/Region","IP Timezone","Job function","Job Title","Last Activity Date","Last Contacted","Last Engagement Date","Last marketing email click date","Last marketing email name","Last marketing email open date","Last marketing email reply date","Last marketing email send date","Last Modified Date","Last NPS survey comment","Last NPS survey date","Last NPS survey rating","Last Page Seen","Last Referring Site","Last sequence ended date","Last sequence enrolled","Last sequence enrolled date","Last Touch Converting Campaign","Latest Source","Latest Source Date","Latest Source Drill-Down 1","Latest Source Drill-Down 2","Lead Rating","Lead Status","Legal basis for processing contact's data","Lifecycle Stage","Likelihood to close","Marital Status","Marketing contact until next update","Marketing email confirmation status","Marketing emails bounced","Marketing emails clicked","Marketing emails delivered","Marketing emails opened","Marketing emails replied","Medium of last booking in meetings tool","Membership Notes","Message","Military status","Mobile Phone Number","Next Activity Date","Number of Associated Deals","Number of Employees","Number of event completions","Number of Form Submissions","Number of Pageviews","Number of Sales Activities","Number of sequences enrolled","Number of Sessions","Number of times contacted","Number of Unique Forms Submitted","Object create date/time","Opted out of email: Customer Service Communication","Original Source","Original Source Drill-Down 1","Original Source Drill-Down 2","Owner Assigned Date","Persona","Phone Number","Postal Code","Predictive Lead Score","Preferred language","Private e-mail address","Recent Conversion","Recent Conversion Date","Recent Deal Amount","Recent Deal Close Date","Recent Sales Email Clicked Date","Recent Sales Email Opened Date","Recent Sales Email Replied Date","Registered At","Relationship Status","Salutation","School","Sends Since Last Engagement","Seniority","Source of last booking in meetings tool","Start date","State/Region","Status","Street Address","Time between contact creation and deal close (HH:mm:ss)","Time between contact creation and deal creation (HH:mm:ss)","Time First Seen","Time Last Seen","Time of First Session","Time of Last Session","Time registration email was sent","Time to move from lead to customer (HH:mm:ss)","Time to move from marketing qualified lead to customer (HH:mm:ss)","Time to move from opportunity to customer (HH:mm:ss)","Time to move from sales qualified lead to customer (HH:mm:ss)","Time to move from subscriber to customer (HH:mm:ss)","Time Zone","Total Revenue","Twitter Username","Unsubscribed from all email","Website URL","WhatsApp Phone Number","Work email","Associated Company","Associated Deal","Associated Ticket","Associated Payment","Associated Subscription","Associated Company IDs","Associated Deal IDs","Associated Ticket IDs","Associated Payment IDs","Associated Subscription IDs"
"909","Katee","Haisell","","0.0","","","","","","","","","Influencer","Influencer","","","","jabbertype.com","Jabbertype","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","jabbertype.com","","katee.haisell@jabbertype.com","","","","","jabbertype.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Director of Sales","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","4.48",""," --","","","","","","","","","","","583-625-5966","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","213-617-7869","","","","katee.haisell@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","katee.haisell@jabbertype.com","","","","","","","","","",""
"555","Natalee","Loughan","","0.0","","","","","","","","","Legal & Compliance","Legal & Compliance","","","","myworks.com","Myworks","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","myworks.com","","natalee.loughan@myworks.com","","","","","myworks.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automation Specialist IV","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","611-956-7187","","","","natalee.loughan@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","natalee.loughan@myworks.com","","","","","","","","","",""
"510","Stephana","Bogart","","0.0","","","","","","","","","","Influencer","","","","zoombox.com","Zoombox","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","zoombox.com","","stephana.bogart@zoombox.com","","","","","zoombox.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Recruiter","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","4.02",""," --","","","","","","","","","","","510-288-9017","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","202-322-3442","","","","stephana.bogart@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","stephana.bogart@zoombox.com","","","","","","","","","",""
"360","Tandy","Thredder","","0.0","","","","","","","","","","Budget Holder","","","","youtags.com","Youtags","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","youtags.com","","tandy.thredder@youtags.com","","","","","youtags.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Account Coordinator","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","4.02",""," --","","","","","","","","","","","265-568-7755","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","763-744-7778","","","","tandy.thredder@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","tandy.thredder@youtags.com","","","","","","","","","",""
"1662","Simmonds","O'Lennachain","","0.0","","","","","","","","","","Other","","","","oyoyo.com","Oyoyo","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","oyoyo.com","","simmonds.olennachain@oyoyo.com","","","","","oyoyo.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Health Coach II","","","","","","","","","2022-08-12 11:20","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","446-805-7875","","","","simmonds.olennachain@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","simmonds.olennachain@oyoyo.com","","","","","","","","","",""
"511","Etta","Takkos","","0.0","","","","","","","","","","End User","","","","bubbletube.com","Bubbletube","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","bubbletube.com","","etta.takkos@bubbletube.com","","","","","bubbletube.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dental Hygienist","","","","","","","","","2022-08-12 11:20","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","4.02",""," --","","","","","","","","","","","580-570-1909","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","102-243-4733","","","","etta.takkos@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","etta.takkos@bubbletube.com","","","","","","","","","",""
"707","Rriocard","Di Maggio","","0.0","","","","","","","","","","End User","","","","aibox.com","Aibox","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","aibox.com","","rriocard.dimaggio@aibox.com","","","","","aibox.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Help Desk Operator","","","","","","","","","2022-08-12 11:20","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","rriocard.dimaggio@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","rriocard.dimaggio@aibox.com","","","","","","","","","",""
"808","Jethro","Oulett","","0.0","","","","","","","","","","End User","","","","yambee.com","Yambee","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","yambee.com","","jethro.oulett@yambee.com","","","","","yambee.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Community Outreach Specialist","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","3.56",""," --","","","","","","","","","","","327-627-5898","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","jethro.oulett@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","jethro.oulett@yambee.com","","","","","","","","","",""
"804","Nico","Kienlein","","0.0","","","","","","","","","","End User","","","","jetwire.com","Jetwire","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","jetwire.com","","nico.kienlein@jetwire.com","","","","","jetwire.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Social Worker","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","3.51",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","865-209-7092","","","","nico.kienlein@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","nico.kienlein@jetwire.com","","","","","","","","","",""
"758","Jemie","Loyns","","0.0","","","","","","","","","","Legal & Compliance","","","","topiczoom.com","Topiczoom","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","topiczoom.com","","jemie.loyns@topiczoom.com","","","","","topiczoom.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Community Outreach Specialist","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","4.02",""," --","","","","","","","","","","","478-678-8815","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","809-565-6772","","","","jemie.loyns@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","jemie.loyns@topiczoom.com","","","","","","","","","",""
"756","Constantia","Lantry","","0.0","","","","","","","","","Blocker","Blocker","","","","twimbo.com","Twimbo","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","twimbo.com","","constantia.lantry@twimbo.com","","","","","twimbo.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Internal Auditor","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","constantia.lantry@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","constantia.lantry@twimbo.com","","","","","","","","","",""
"361","Codi","Makiver","","0.0","","","","","","","","","","Budget Holder","","","","agimba.com","Agimba","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","agimba.com","","codi.makiver@agimba.com","","","","","agimba.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Programmer IV","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","4.02",""," --","","","","","","","","","","","525-605-1229","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","363-963-7755","","","","codi.makiver@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","codi.makiver@agimba.com","","","","","","","","","",""
"1853","Charlene","Setch","","0.0","","","","","","","","","","Blocker","","","","oba.com","Oba","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","oba.com","","charlene.setch@oba.com","","","","","oba.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Director of Sales","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","4.02",""," --","","","","","","","","","","","591-684-7005","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","550-766-1173","","","","charlene.setch@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","charlene.setch@oba.com","","","","","","","","","",""
"1509","Viviana","Turvie","","0.0","","","","","","","","","","Other","","","","gabtune.com","Gabtune","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","gabtune.com","","viviana.turvie@gabtune.com","","","","","gabtune.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","VP Marketing","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","3.51",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","viviana.turvie@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","viviana.turvie@gabtune.com","","","","","","","","","",""
"1508","Enriqueta","Ascough","","0.0","","","","","","","","","Decision Maker","Decision Maker","","","","fanoodle.com","Fanoodle","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","fanoodle.com","","enriqueta.ascough@fanoodle.com","","","","","fanoodle.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nurse Practicioner","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","186-428-9003","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","enriqueta.ascough@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","enriqueta.ascough@fanoodle.com","","","","","","","","","",""
"1319","Magda","Ferens","","0.0","","","","","","","","","Champion","Champion","","","","yabox.com","Yabox","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","yabox.com","","magda.ferens@yabox.com","","","","","yabox.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Analyst Programmer","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","170-976-9410","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","","","","","magda.ferens@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","magda.ferens@yabox.com","","","","","","","","","",""
"1315","Guthry","Gateland","","0.0","","","","","","","","","Legal & Compliance","Legal & Compliance","","","","gigashots.com","Gigashots","","David Nachmann","","true","","2022-08-12 11:20","David Nachmann","","","","","","","gigashots.com","","guthry.gateland@gigashots.com","","","","","gigashots.com","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Human Resources Assistant II","","","","","","","","","2022-08-12 11:21","","","","","","","","","","Offline Sources","2022-08-12","IMPORT","27699795","","","","","2.96",""," --","","","","","","","","","","","","","","","0.0","0.0","0.0","","","0.0","","0.0","","","Offline Sources","IMPORT","27699795","2022-08-12 11:20","","905-432-4585","","","","guthry.gateland@gmail.com","","","","","","","","","","","","","","","","","","","","","2022-08-12 11:20","","","","","","","","","","","","","","","","guthry.gateland@gigashots.com","","","","","","","","","",""
